category,location_type,context,outcome_status,persistent_id,id,location_subtype,month,latitude,longitude,street_name,year
anti-social-behaviour,Force,,Unknown,,131647578,,10,52.617827,-1.155753,On or near Evesham Road,2025
anti-social-behaviour,Force,,Unknown,,131648956,,10,52.612783,-1.226859,On or near Almond Road,2025
anti-social-behaviour,Force,,Unknown,,131645969,,10,52.468251,-1.213377,On or near Ullesthorpe Road,2025
anti-social-behaviour,Force,,Unknown,,131646605,,10,52.61527,-1.161592,On or near Sybil Road,2025
anti-social-behaviour,Force,,Unknown,,131646074,,10,52.624606,-1.154514,On or near Westleigh Road,2025
anti-social-behaviour,Force,,Unknown,,131648848,,10,52.635012,-1.151417,On or near Flora Street,2025
anti-social-behaviour,Force,,Unknown,,131646641,,10,52.762654,-1.191931,On or near Parking Area,2025
anti-social-behaviour,Force,,Unknown,,131649019,,10,52.58304,-1.215176,On or near Southey Close,2025
anti-social-behaviour,Force,,Unknown,,131646648,,10,52.573118,-1.207548,On or near Desford Road,2025
anti-social-behaviour,Force,,Unknown,,131647435,,10,52.670137,-1.194156,On or near Burgin Road,2025
anti-social-behaviour,Force,,Unknown,,131646658,,10,52.594956,-1.135775,On or near Jekor Close,2025
anti-social-behaviour,Force,,Unknown,,131646685,,10,52.627299,-1.148966,On or near Norman Street,2025
anti-social-behaviour,Force,,Unknown,,131647407,,10,52.650195,-1.172853,On or near Jowett Close,2025
anti-social-behaviour,Force,,Unknown,,131647403,,10,52.625259,-1.146539,On or near Supermarket,2025
anti-social-behaviour,Force,,Unknown,,131647389,,10,52.630994,-1.154051,On or near Linkway Gardens,2025
anti-social-behaviour,Force,,Unknown,,131646743,,10,52.76903,-1.197579,On or near Henderson Way,2025
anti-social-behaviour,Force,,Unknown,,131647372,,10,52.639187,-1.153213,On or near Petrol Station,2025
anti-social-behaviour,Force,,Unknown,,131647361,,10,52.662103,-1.207862,On or near Percival Way,2025
anti-social-behaviour,Force,,Unknown,,131646765,,10,52.628473,-1.153553,On or near Harrow Road,2025
anti-social-behaviour,Force,,Unknown,,131647359,,10,52.659579,-1.161188,On or near Scalpay Close,2025
anti-social-behaviour,Force,,Unknown,,131647339,,10,52.770645,-1.196986,On or near Bentley Close,2025
anti-social-behaviour,Force,,Unknown,,131646776,,10,52.610951,-1.222918,On or near Isla Drive,2025
anti-social-behaviour,Force,,Unknown,,131647326,,10,52.662981,-1.169432,On or near Amadis Road,2025
anti-social-behaviour,Force,,Unknown,,131648190,,10,52.589443,-1.184994,On or near Hill View,2025
anti-social-behaviour,Force,,Unknown,,131647320,,10,52.672705,-1.187069,On or near The Nook,2025
anti-social-behaviour,Force,,Unknown,,131646079,,10,52.607158,-1.152251,On or near Mallard Close,2025
anti-social-behaviour,Force,,Unknown,,131647319,,10,52.602196,-1.152332,On or near Belvoir Drive,2025
anti-social-behaviour,Force,,Unknown,,131648182,,10,52.532439,-1.21717,On or near Horton Drive,2025
anti-social-behaviour,Force,,Unknown,,131649077,,10,52.678206,-1.18957,On or near Link Road,2025
anti-social-behaviour,Force,,Unknown,,131645983,,10,52.614112,-1.182439,On or near Burdet Close,2025
anti-social-behaviour,Force,,Unknown,,131647287,,10,52.614983,-1.180886,On or near Charlecote Avenue,2025
anti-social-behaviour,Force,,Unknown,,131649205,,10,52.633842,-1.155001,On or near Kirby Road,2025
anti-social-behaviour,Force,,Unknown,,131647272,,10,52.663256,-1.162552,On or near Thatcher Close,2025
anti-social-behaviour,Force,,Unknown,,131646800,,10,52.633842,-1.155001,On or near Kirby Road,2025
anti-social-behaviour,Force,,Unknown,,131646084,,10,52.63532,-1.200898,On or near Hollinwell Close,2025
anti-social-behaviour,Force,,Unknown,,131647266,,10,52.663718,-1.168102,On or near Orwell Drive,2025
anti-social-behaviour,Force,,Unknown,,131646814,,10,52.642877,-1.163916,On or near Biddle Road,2025
anti-social-behaviour,Force,,Unknown,,131647238,,10,52.582223,-1.191297,On or near Lime Tree Road,2025
anti-social-behaviour,Force,,Unknown,,131648176,,10,52.662511,-1.163911,On or near Farrier Lane,2025
anti-social-behaviour,Force,,Unknown,,131647218,,10,52.462298,-1.201031,On or near Feildingway,2025
anti-social-behaviour,Force,,Unknown,,131647176,,10,52.589443,-1.184994,On or near Hill View,2025
anti-social-behaviour,Force,,Unknown,,131648811,,10,52.624606,-1.154514,On or near Westleigh Road,2025
anti-social-behaviour,Force,,Unknown,,131646823,,10,52.639902,-1.162791,On or near Marvin Close,2025
anti-social-behaviour,Force,,Unknown,,131647162,,10,52.584263,-1.188543,On or near Trinity Road,2025
anti-social-behaviour,Force,,Unknown,,131646551,,10,52.625551,-1.152191,On or near Petrol Station,2025
anti-social-behaviour,Force,,Unknown,,131648153,,10,52.630202,-1.147639,On or near Ruding Road,2025
anti-social-behaviour,Force,,Unknown,,131649176,,10,52.569621,-1.163215,On or near Western Drive,2025
anti-social-behaviour,Force,,Unknown,,131646250,,10,52.589443,-1.184994,On or near Hill View,2025
anti-social-behaviour,Force,,Unknown,,131647101,,10,52.673139,-1.162851,On or near Laithwaite Close,2025
anti-social-behaviour,Force,,Unknown,,131646839,,10,52.599931,-1.177904,On or near Supermarket,2025
anti-social-behaviour,Force,,Unknown,,131645909,,10,52.639187,-1.153213,On or near Petrol Station,2025
anti-social-behaviour,Force,,Unknown,,131645861,,10,52.622808,-1.157045,On or near Sweetbriar Road,2025
anti-social-behaviour,Force,,Unknown,,131646661,,10,52.659056,-1.166121,On or near Calver Hey Road,2025
anti-social-behaviour,Force,,Unknown,,131646142,,10,52.650735,-1.175577,On or near Weatherburn Close,2025
anti-social-behaviour,Force,,Unknown,,131646463,,10,52.666166,-1.167169,On or near Shopping Area,2025
anti-social-behaviour,Force,,Unknown,,131646044,,10,52.624479,-1.150676,On or near Stuart Street,2025
anti-social-behaviour,Force,,Unknown,,131646702,,10,52.62421,-1.189282,On or near Conkers Close,2025
anti-social-behaviour,Force,,Unknown,,131646470,,10,52.598944,-1.141469,On or near B5366,2025
anti-social-behaviour,Force,,Unknown,,131646593,,10,52.62401,-1.156742,On or near Fosse Road South,2025
anti-social-behaviour,Force,,Unknown,,131646196,,10,52.484778,-1.254124,On or near Green Gardens,2025
anti-social-behaviour,Force,,Unknown,,131646417,,10,52.480226,-1.243791,On or near Lutterworth Road,2025
anti-social-behaviour,Force,,Unknown,,131645988,,10,52.589443,-1.184994,On or near Hill View,2025
anti-social-behaviour,Force,,Unknown,,131645967,,10,52.5964,-1.15147,On or near Springclose,2025
anti-social-behaviour,Force,,Unknown,,131646789,,10,52.60765,-1.160792,On or near Sports/recreation Area,2025
anti-social-behaviour,Force,,Unknown,,131646592,,10,52.612783,-1.226859,On or near Almond Road,2025
anti-social-behaviour,Force,,Unknown,,131646570,,10,52.617857,-1.158691,On or near Roundhay Road,2025
anti-social-behaviour,Force,,Unknown,,131646699,,10,52.639902,-1.162791,On or near Marvin Close,2025
anti-social-behaviour,Force,,Unknown,,131648220,,10,52.668783,-1.169958,On or near Clematis Close,2025
anti-social-behaviour,Force,,Unknown,,131646704,,10,52.754418,-1.193032,On or near Violet Lane,2025
anti-social-behaviour,Force,,Unknown,,131646228,,10,52.754765,-1.199174,On or near Supermarket,2025
anti-social-behaviour,Force,,Unknown,,131646728,,10,52.669451,-1.195115,On or near Glover Close,2025
anti-social-behaviour,Force,,Unknown,,131646148,,10,52.659106,-1.169284,On or near Orme Close,2025
anti-social-behaviour,Force,,Unknown,,131646677,,10,52.616435,-1.163519,On or near New Fields Square,2025
anti-social-behaviour,Force,,Unknown,,131646664,,10,52.604881,-1.17223,On or near Colbert Drive,2025
anti-social-behaviour,Force,,Unknown,,131648298,,10,52.649651,-1.181377,On or near Styon Road,2025
anti-social-behaviour,Force,,Unknown,,131648146,,10,52.630202,-1.147639,On or near Ruding Road,2025
anti-social-behaviour,Force,,Unknown,,131648143,,10,52.584882,-1.152533,On or near Royston Close,2025
anti-social-behaviour,Force,,Unknown,,131648140,,10,52.630202,-1.147639,On or near Ruding Road,2025
anti-social-behaviour,Force,,Unknown,,131648133,,10,52.633347,-1.15869,On or near Bolton Road,2025
anti-social-behaviour,Force,,Unknown,,131646155,,10,52.614102,-1.170594,On or near Ayston Road,2025
anti-social-behaviour,Force,,Unknown,,131646093,,10,52.598029,-1.178545,On or near Parking Area,2025
anti-social-behaviour,Force,,Unknown,,131648130,,10,52.670763,-1.171518,On or near Manor Drive,2025
anti-social-behaviour,Force,,Unknown,,131646233,,10,52.630696,-1.148812,On or near Cranmer Street,2025
anti-social-behaviour,Force,,Unknown,,131648127,,10,52.647353,-1.185706,On or near Hoball Close,2025
anti-social-behaviour,Force,,Unknown,,131646039,,10,52.624479,-1.150676,On or near Stuart Street,2025
anti-social-behaviour,Force,,Unknown,,131649073,,10,52.671548,-1.191453,On or near Hurds Close,2025
anti-social-behaviour,Force,,Unknown,,131648528,,10,52.566685,-1.197454,On or near Parnell Close,2025
anti-social-behaviour,Force,,Unknown,,131648367,,10,52.640454,-1.167095,On or near Mossgate,2025
anti-social-behaviour,Force,,Unknown,,131646441,,10,52.58374,-1.157411,On or near Featherstone Drive,2025
anti-social-behaviour,Force,,Unknown,,131647776,,10,52.574467,-1.209014,On or near Canons Close,2025
anti-social-behaviour,Force,,Unknown,,131646450,,10,52.589443,-1.184994,On or near Hill View,2025
anti-social-behaviour,Force,,Unknown,,131647205,,10,52.631777,-1.150416,On or near Catesby Street,2025
anti-social-behaviour,Force,,Unknown,,131646893,,10,52.629217,-1.154484,On or near Westcotes Drive,2025
anti-social-behaviour,Force,,Unknown,,131646845,,10,52.639902,-1.162791,On or near Marvin Close,2025
anti-social-behaviour,Force,,Unknown,,131646717,,10,52.579683,-1.211916,On or near Forest Road,2025
anti-social-behaviour,Force,,Unknown,,131647748,,10,52.637134,-1.151524,On or near Tyrrell Street,2025
anti-social-behaviour,Force,,Unknown,,131646525,,10,52.58374,-1.157411,On or near Featherstone Drive,2025
anti-social-behaviour,Force,,Unknown,,131646420,,10,52.630723,-1.152623,On or near Livingstone Street,2025
anti-social-behaviour,Force,,Unknown,,131646457,,10,52.674591,-1.182893,On or near Gladstone Street,2025
anti-social-behaviour,Force,,Unknown,,131646439,,10,52.573442,-1.169634,On or near Stretton Court,2025
anti-social-behaviour,Force,,Unknown,,131648777,,10,52.662981,-1.169432,On or near Amadis Road,2025
anti-social-behaviour,Force,,Unknown,,131646304,,10,52.589443,-1.184994,On or near Hill View,2025
anti-social-behaviour,Force,,Unknown,,131646452,,10,52.589443,-1.184994,On or near Hill View,2025
anti-social-behaviour,Force,,Unknown,,131646182,,10,52.582039,-1.171273,On or near Lockside Close,2025
anti-social-behaviour,Force,,Unknown,,131646041,,10,52.634434,-1.192241,On or near Outwood Close,2025
anti-social-behaviour,Force,,Unknown,,131647788,,10,52.603733,-1.153602,On or near A426,2025
anti-social-behaviour,Force,,Unknown,,131647171,,10,52.624606,-1.154514,On or near Westleigh Road,2025
anti-social-behaviour,Force,,Unknown,,131647740,,10,52.648086,-1.155628,On or near Felley Way,2025
anti-social-behaviour,Force,,Unknown,,131647737,,10,52.592604,-1.210931,On or near Ashton Drive,2025
anti-social-behaviour,Force,,Unknown,,131647714,,10,52.624479,-1.150676,On or near Stuart Street,2025
anti-social-behaviour,Force,,Unknown,,131647697,,10,52.623456,-1.150932,On or near Eastleigh Road,2025
anti-social-behaviour,Force,,Unknown,,131647647,,10,52.666166,-1.167169,On or near Shopping Area,2025
anti-social-behaviour,Force,,Unknown,,131647641,,10,52.609001,-1.145984,On or near Parkhill,2025
anti-social-behaviour,Force,,Unknown,,131647611,,10,52.642178,-1.169309,On or near Aikman Avenue,2025
anti-social-behaviour,Force,,Unknown,,131646998,,10,52.458071,-1.200858,On or near Supermarket,2025
anti-social-behaviour,Force,,Unknown,,131648825,,10,52.589443,-1.184994,On or near Hill View,2025
anti-social-behaviour,Force,,Unknown,,131648822,,10,52.752598,-1.201644,On or near Bobbin Drive,2025
anti-social-behaviour,Force,,Unknown,,131648816,,10,52.612783,-1.226859,On or near Almond Road,2025
anti-social-behaviour,Force,,Unknown,,131648687,,10,52.640643,-1.158166,On or near Alma Street,2025
anti-social-behaviour,Force,,Unknown,,131648684,,10,52.580317,-1.146467,On or near Knightsbridge Road,2025
anti-social-behaviour,Force,,Unknown,,131648668,,10,52.61597,-1.166526,On or near Audley End,2025
anti-social-behaviour,Force,,Unknown,,131648650,,10,52.649551,-1.17214,On or near Hodgson Close,2025
anti-social-behaviour,Force,,Unknown,,131648544,,10,52.587796,-1.148861,On or near Tadcaster Avenue,2025
anti-social-behaviour,Force,,Unknown,,131646906,,10,52.598029,-1.178545,On or near Parking Area,2025
anti-social-behaviour,Force,,Unknown,,131648541,,10,52.564351,-1.162887,On or near Snow Avenue,2025
anti-social-behaviour,Force,,Unknown,,131648534,,10,52.618916,-1.152113,On or near Mavis Avenue,2025
anti-social-behaviour,Force,,Unknown,,131648524,,10,52.630723,-1.152623,On or near Livingstone Street,2025
anti-social-behaviour,Force,,Unknown,,131648479,,10,52.770912,-1.195395,On or near Ladybird Close,2025
anti-social-behaviour,Force,,Unknown,,131647079,,10,52.722844,-1.191482,On or near Rushey Lane,2025
anti-social-behaviour,Force,,Unknown,,131648458,,10,52.480226,-1.243791,On or near Lutterworth Road,2025
anti-social-behaviour,Force,,Unknown,,131648417,,10,52.599192,-1.143413,On or near Alton Road,2025
anti-social-behaviour,Force,,Unknown,,131648394,,10,52.768331,-1.192597,On or near Coltman Drive,2025
anti-social-behaviour,Force,,Unknown,,131648389,,10,52.642464,-1.165225,On or near Bateman Road,2025
anti-social-behaviour,Force,,Unknown,,131648380,,10,52.598029,-1.178545,On or near Parking Area,2025
anti-social-behaviour,Force,,Unknown,,131645864,,10,52.628256,-1.148327,On or near Briton Street,2025
anti-social-behaviour,Force,,Unknown,,131645853,,10,52.754765,-1.199174,On or near Supermarket,2025
anti-social-behaviour,Force,,Unknown,,131645831,,10,52.612783,-1.226859,On or near Almond Road,2025
anti-social-behaviour,Force,,Unknown,,131646877,,10,52.455857,-1.222075,On or near Dale Close,2025
anti-social-behaviour,Force,,Unknown,,131647114,,10,52.620552,-1.152155,On or near Lambert Road,2025
anti-social-behaviour,Force,,Unknown,,131647762,,10,52.605646,-1.150686,On or near Petrol Station,2025
anti-social-behaviour,Force,,Unknown,,131647564,,10,52.626576,-1.148404,On or near Paton Street,2025
anti-social-behaviour,Force,,Unknown,,131647544,,10,52.658079,-1.165164,On or near Milton Crescent,2025
anti-social-behaviour,Force,,Unknown,,131647542,,10,52.590986,-1.143736,On or near Rye Close,2025
anti-social-behaviour,Force,,Unknown,,131647181,,10,52.453955,-1.201153,On or near Regent Street,2025
anti-social-behaviour,Force,,Unknown,,131647502,,10,52.628256,-1.148327,On or near Briton Street,2025
anti-social-behaviour,Force,,Unknown,,131647491,,10,52.619214,-1.179227,On or near Herle Avenue,2025
anti-social-behaviour,Force,,Unknown,,131646885,,10,52.623733,-1.146967,On or near Watkin Road,2025
anti-social-behaviour,Force,,Unknown,,131647477,,10,52.639993,-1.154011,On or near Oban Street,2025
anti-social-behaviour,Force,,Unknown,,131646988,,10,52.674166,-1.197025,On or near Bradgate Road,2025
anti-social-behaviour,Force,,Unknown,,131647351,,10,52.624245,-1.159396,On or near Wilmington Road,2025
anti-social-behaviour,Force,,Unknown,,131647200,,10,52.589443,-1.184994,On or near Hill View,2025
anti-social-behaviour,Force,,Unknown,,131647313,,10,52.624245,-1.159396,On or near Wilmington Road,2025
anti-social-behaviour,Force,,Unknown,,131647305,,10,52.770645,-1.196986,On or near Bentley Close,2025
anti-social-behaviour,Force,,Unknown,,131648319,,10,52.639168,-1.191755,On or near Ormen Green,2025
anti-social-behaviour,Force,,Unknown,,131648321,,10,52.639916,-1.15085,On or near Empire Road,2025
anti-social-behaviour,Force,,Unknown,,131648324,,10,52.605786,-1.147759,On or near Hereford Road,2025
anti-social-behaviour,Force,,Unknown,,131647295,,10,52.646581,-1.174266,On or near Kay Road,2025
anti-social-behaviour,Force,,Unknown,,131648345,,10,52.642877,-1.163916,On or near Biddle Road,2025
anti-social-behaviour,Force,,Unknown,,131648347,,10,52.613449,-1.159603,On or near Lindsay Road,2025
anti-social-behaviour,Force,,Unknown,,131647285,,10,52.646108,-1.159317,On or near Garland Crescent,2025
anti-social-behaviour,Force,,Unknown,,131647273,,10,52.758451,-1.194344,On or near Sports/recreation Area,2025
anti-social-behaviour,Force,,Unknown,,131648357,,10,52.629217,-1.154484,On or near Westcotes Drive,2025
anti-social-behaviour,Force,,Unknown,,131648362,,10,52.483131,-1.252458,On or near South Avenue,2025
anti-social-behaviour,Force,,Unknown,,131647918,,10,52.604599,-1.15518,On or near Old Church Street,2025
anti-social-behaviour,Force,,Unknown,,131647940,,10,52.611443,-1.163156,On or near Further/higher Educational Building,2025
anti-social-behaviour,Force,,Unknown,,131647956,,10,52.602196,-1.152332,On or near Belvoir Drive,2025
anti-social-behaviour,Force,,Unknown,,131647977,,10,52.669848,-1.169199,On or near Pinewood Close,2025
anti-social-behaviour,Force,,Unknown,,131647982,,10,52.643253,-1.172644,On or near Glengarry Close,2025
anti-social-behaviour,Force,,Unknown,,131648007,,10,52.639902,-1.162791,On or near Marvin Close,2025
anti-social-behaviour,Force,,Unknown,,131647241,,10,52.589057,-1.14344,On or near Sports/recreation Area,2025
anti-social-behaviour,Force,,Unknown,,131648253,,10,52.624606,-1.154514,On or near Westleigh Road,2025
anti-social-behaviour,Force,,Unknown,,131647054,,10,52.722844,-1.191482,On or near Rushey Lane,2025
anti-social-behaviour,Force,,Unknown,,131647087,,10,52.573026,-1.179499,On or near Spire Close,2025
anti-social-behaviour,Force,,Unknown,,131645870,,10,52.628473,-1.153553,On or near Harrow Road,2025
anti-social-behaviour,Force,,Unknown,,131645947,,10,52.677471,-1.162738,On or near Cherrybrook Close,2025
anti-social-behaviour,Force,,Unknown,,131646180,,10,52.625951,-1.171906,On or near Gooding Avenue,2025
